qualite_enseignement,charge_travail,interactivite,type_cours,niveau_etudiant,satisfaction
4,17,4,présentiel,L3,1
3,19,4,hybride,L1,0
4,29,4,hybride,L2,0
3,14,3,présentiel,L2,1
2,17,2,distanciel,L2,1
4,13,4,distanciel,L1,1
5,11,5,hybride,L2,1
1,13,1,distanciel,L2,1
3,15,2,présentiel,L2,1
3,20,3,hybride,L3,0
4,10,5,distanciel,L1,1
4,19,5,distanciel,L2,0
2,15,1,distanciel,L3,1
3,18,2,hybride,L1,1
3,10,3,présentiel,L1,1
2,15,3,hybride,L3,1
3,12,3,présentiel,L1,1
1,18,2,distanciel,L2,0
4,11,4,hybride,L1,1
4,16,4,présentiel,L2,1
3,28,3,présentiel,L3,0
3,8,3,distanciel,L1,1
5,14,5,distanciel,L2,1
2,18,1,hybride,L3,0
3,16,2,hybride,L1,1
1,14,1,présentiel,L3,0
3,20,1,présentiel,L1,0
3,16,2,distanciel,L1,1
3,11,3,présentiel,L3,1
4,10,3,présentiel,L2,1
4,27,3,distanciel,L1,0
1,16,1,présentiel,L2,0
4,17,5,distanciel,L3,1
3,35,3,hybride,L2,0
4,11,4,distanciel,L2,1
4,13,3,présentiel,L3,1
3,9,2,présentiel,L1,1
4,19,4,distanciel,L2,0
2,12,1,présentiel,L1,1
3,24,2,présentiel,L3,0
4,11,3,présentiel,L1,1
5,10,5,présentiel,L1,1
3,12,3,présentiel,L1,1
2,23,1,distanciel,L1,0
1,25,2,hybride,L2,0
2,12,1,hybride,L2,1
2,9,3,présentiel,L3,1
1,16,1,présentiel,L1,1
3,11,4,distanciel,L3,1
2,20,1,présentiel,L1,0
4,18,5,présentiel,L1,1
4,9,3,hybride,L3,1
2,12,3,distanciel,L1,1
1,28,1,distanciel,L2,0
4,13,4,présentiel,L2,1
5,12,5,présentiel,L1,1
3,19,3,hybride,L2,0
5,11,5,distanciel,L2,1
4,11,4,distanciel,L3,1
1,17,1,présentiel,L2,0
4,21,5,présentiel,L1,1
4,27,4,présentiel,L1,0
4,21,3,distanciel,L3,0
2,17,1,présentiel,L1,0
3,9,3,hybride,L2,1
5,17,4,distanciel,L3,1
3,14,4,présentiel,L3,1
4,22,3,présentiel,L2,0
1,12,1,distanciel,L1,1
1,20,2,distanciel,L2,0
4,24,4,présentiel,L1,1
5,13,5,distanciel,L3,1
5,26,5,présentiel,L1,1
4,13,5,distanciel,L3,1
2,13,2,hybride,L2,1
3,11,2,présentiel,L1,1
5,16,4,présentiel,L1,1
3,20,4,présentiel,L3,0
3,11,4,présentiel,L1,1
4,16,4,distanciel,L1,1
2,22,1,distanciel,L1,0
2,17,2,présentiel,L3,0
4,13,4,présentiel,L2,1
5,24,4,présentiel,L3,0
5,15,4,présentiel,L1,1
4,15,4,hybride,L1,1
3,19,4,présentiel,L2,1
5,20,4,présentiel,L1,0
4,17,3,distanciel,L1,1
1,20,2,distanciel,L3,0
3,17,2,hybride,L1,1
5,11,5,distanciel,L2,1
3,11,4,distanciel,L1,1
5,19,3,présentiel,L1,0
3,13,2,hybride,L1,1
2,10,4,distanciel,L2,1
3,15,5,hybride,L1,1
3,18,2,présentiel,L2,0
3,25,3,distanciel,L1,0
4,21,5,présentiel,L3,0
4,13,5,présentiel,L2,1
4,10,4,distanciel,L3,1
3,18,3,présentiel,L1,1
4,11,4,présentiel,L2,1
2,13,2,présentiel,L3,1
4,12,4,distanciel,L3,1
3,19,5,présentiel,L1,0
3,13,2,hybride,L3,1
5,21,5,présentiel,L2,0
4,19,4,distanciel,L1,0
2,10,1,distanciel,L3,1
4,12,2,distanciel,L1,1
3,15,5,présentiel,L2,1
3,26,4,distanciel,L3,0
3,24,4,présentiel,L2,0
3,22,3,distanciel,L1,0
4,13,4,présentiel,L3,1
5,18,4,distanciel,L2,1
2,19,2,présentiel,L2,0
1,30,2,hybride,L1,0
5,29,3,présentiel,L1,0
4,12,4,distanciel,L3,1
